player_name,games_played,goals,assists,pts,plus_minus,penalty_mins,shots_on_goal,game_winning_goals,power_play_goals,power_play_assists,short_handed_goals,short_handed_assists,hits,blocked_shots,cf,ca,c_pct,c_pct_rel,ff,fa,f_pct,f_pct_rel,sh_pct,sv_pct,pdo,off_zone_starts,def_zone_starts,takeaways,giveaways,ev_plus_minus,shot_attempts,shot_through_pct,games_played_z,goals_z,assists_z,pts_z,plus_minus_z,penalty_mins_z,shots_on_goal_z,game_winning_goals_z,power_play_goals_z,power_play_assists_z,short_handed_goals_z,short_handed_assists_z,hits_z,blocked_shots_z,cf_z,ca_z,c_pct_z,c_pct_rel_z,ff_z,fa_z,f_pct_z,f_pct_rel_z,sh_pct_z,sv_pct_z,pdo_z,off_zone_starts_z,def_zone_starts_z,takeaways_z,giveaways_z,ev_plus_minus_z,shot_attempts_z,shot_through_pct_z
Nathan MacKinnon,82,41,58,99,20,34,365,6,12,25,0,0,54,31,1581.0,1392.0,53.2,5.4,1180.0,1059.0,52.7,4.1,10.0,91.3,101.2,62.6,37.4,48,64,11.5,582,62.7,0.0131669065578635,0.04056066410548058,0.036529581855974526,0.040369407456424033,0.02416577470425121,0.006356094550043643,0.046280705472650153,0.031843254319091706,0.041706726459765156,0.049473142106093916,-0.004628347792984891,-0.005018848551101065,-0.0020699700992992385,-0.0029278133639143262,0.022833902641040918,0.018845860386627167,0.008821165626440837,0.012993090309491355,0.022740258044033144,0.019385635229100497,0.007078332367780146,0.009194555464914756,0.007633055344257309,0.0005809035302146644,0.0036405334073220984,0.014007511365805997,-0.014007876516330316,0.01659367305209556,0.017786234777448038,0.022719785192094742,0.03963568377447252,0.008284615681531597
Jake Guentzel,82,40,36,76,13,26,227,4,6,5,1,0,105,47,1493.0,1342.0,52.7,4.7,1142.0,1017.0,52.9,4.5,10.3,90.7,101.0,58.1,41.9,45,42,16.0,375,60.5,0.0131669065578635,0.039313189516652115,0.01815169918958097,0.02819136110251128,0.015883942702733016,0.001829911575268261,0.02309974372434246,0.018199471454611274,0.017566990359150426,0.00425202016853186,0.013059990076726929,-0.005018848551101065,0.009093972343131654,0.001981195595323999,0.020582430929512865,0.01751086440157759,0.007703064947886089,0.011425235498361934,0.02144215827442793,0.017895199577985747,0.007493122644532053,0.010014669039958271,0.00871278750512023,-0.0006181904887099294,0.003340329001389722,0.008874503712858526,-0.008874972817260908,0.01468411530222098,0.006954180857305368,0.03169528709243339,0.020042042429574542,0.006243256651327367
Jeff Skinner,82,40,23,63,0,36,268,7,8,8,0,0,31,24,1323.0,1203.0,52.4,3.7,1032.0,940.0,52.3,3.9,9.8,90.1,99.9,67.1,32.9,56,39,7.6,431,62.2,0.0131669065578635,0.039313189516652115,0.007292041250348419,0.021308117511169292,0.0005033975570563636,0.007487640293737489,0.029986841055361414,0.03866514575133193,0.025613569059355336,0.011035188459166168,-0.004628347792984891,-0.005018848551101065,-0.007104689240003366,-0.005075504783581093,0.01623299694133367,0.013799575563139769,0.007032204540753231,0.00918544291103419,0.017684501046623363,0.015162734217608704,0.006248751814276303,0.008784498677393,0.006913233903682033,-0.0018172845076345515,0.0016892047687616873,0.019140519018753462,-0.019140780215399722,0.021685827051761104,0.005477082595467731,0.014941016878467911,0.02534273767263873,0.007820670447394273
Joe Pavelski,75,38,26,64,-4,22,188,6,12,9,1,0,69,61,1261.0,1044.0,54.7,0.7,930.0,777.0,54.5,0.2,8.9,89.3,98.2,53.3,46.7,41,45,11.4,297,63.3,0.011149200267100524,0.04025460943730141,0.01071260700094628,0.023875773580919496,-0.004623791807138315,-0.000473610037250577,0.018093138581021382,0.0348152913888736,0.04559935426267657,0.014537227381275069,0.01427892248388811,-0.005487274415870497,0.0013268063395870805,0.006862392421892237,0.016013761173826534,0.010446021908212446,0.013311844643901559,0.002696231229629046,0.015525473259052769,0.010253744042109401,0.011820513045345144,0.0013103032650096066,0.004016947580395317,-0.0037349103426016386,-0.0009430357319520663,0.0037165631343545765,-0.0037171972551571977,0.013270921877277774,0.00921819850359635,0.02462222702311165,0.013840431443325656,0.00966654262566271
Mark Scheifele,82,38,46,84,8,38,199,6,12,11,0,3,54,54,1331.0,1435.0,48.1,-0.9,1003.0,1096.0,47.8,-1.3,10.8,91.3,102.1,56.8,43.2,74,48,-8.1,334,59.3,0.0131669065578635,0.036818240338995195,0.026505282219759858,0.03242720331256789,0.009968348415934303,0.008619186037431333,0.018396360181207563,0.031843254319091706,0.041706726459765156,0.017818356749800476,-0.004628347792984891,0.04967000942102087,-0.0020699700992992385,0.004128887014990767,0.01643767618783622,0.019993956933769805,-0.0025834612948176013,-0.001117602990673434,0.016693845959293067,0.02069863806460635,-0.0030840294126418134,-0.0018769777981726846,0.010512341106558427,0.0005809035302146644,0.004991453234017757,0.007391634835340363,-0.0073921339708630735,0.033143173551008584,0.00990837738098064,-0.016373511973824702,0.016161176269473977,0.005129788089397787
David Pastrnak,66,38,43,81,6,32,235,4,17,16,0,0,57,25,1086.0,868.0,55.6,4.1,828.0,645.0,56.2,3.9,10.8,89.8,100.7,64.5,35.5,36,90,6.4,431,54.5,0.007926110997440188,0.045743874360569786,0.02981719696178648,0.038314826116232215,0.009445046628782046,0.0064911060927376266,0.030369280949884617,0.022611464534517036,0.07681060914004166,0.0361839129273282,-0.005750371500375167,-0.006235539108943747,-0.0017558779306094518,-0.00592473820208414,0.012634677115500613,0.006032096999867023,0.017627575885565114,0.012525325993472022,0.013313513682345445,0.005832185514061526,0.017812837898438967,0.010914074114336758,0.013060787435421077,-0.0030027300666960843,0.0035906338815799377,0.020095940357951612,-0.020096339497780807,0.011126458307772332,0.038002965906515446,0.015589379936570157,0.031486431653884484,0.0008397717426926845
Auston Matthews,68,37,36,73,-9,12,251,5,12,8,0,0,28,60,1273.0,1124.0,53.1,1.4,949.0,868.0,52.2,2.4,10.0,88.8,98.9,58.4,41.6,57,67,6.1,447,56.2,0.008716083857651056,0.04289415869873047,0.021888813728612348,0.03207999209480418,-0.01223328113313041,-0.00734491923100397,0.03271705378360282,0.030172819951791503,0.050293405436775636,0.013307139024288614,-0.005581242926834721,-0.006052140899857166,-0.00935932532944985,0.007198834716556196,0.01803246522583535,0.014097104652271144,0.010367628385880154,0.00486443289315869,0.017906361543864286,0.01520340495842538,0.0072851654032916055,0.00688447010618155,0.009204566738663225,-0.005324358338063298,0.0002269262442086179,0.011114260974860467,-0.011114818302504513,0.026918123481485035,0.023229313370903313,0.01440930880527126,0.03238665009234698,0.0027172480337529907
Johnny Gaudreau,82,36,63,99,18,24,245,8,6,21,0,0,12,12,1443.0,1184.0,54.9,1.7,1068.0,920.0,53.7,0.9,11.5,89.6,101.1,57.8,42.2,58,124,10.1,435,56.1,0.0131669065578635,0.03432329116133827,0.04070637337106397,0.040369407456424033,0.021799536989531725,0.0006983658315744154,0.026123347430643463,0.045487037183572145,0.017566990359150426,0.04042891771858151,-0.004628347792984891,-0.005018848551101065,-0.011263805051889385,-0.008757261503009837,0.019303185638871925,0.013292277088820931,0.012622707933526973,0.0047058577363787,0.01891427977572304,0.014453002955173109,0.009152283751539729,0.0026336468645666443,0.0130317161485719,-0.0028165295234050557,0.0034904312043558994,0.008532303202662024,-0.008532779237322942,0.02295886555167749,0.047328200014200766,0.019927406823100496,0.02572135876142903,0.0021605385909189163
Brad Marchand,79,36,64,100,15,96,231,9,10,24,3,4,46,19,1304.0,1060.0,55.2,3.6,994.0,800.0,55.4,3.1,10.7,90.1,100.7,61.3,38.7,59,84,5.0,429,53.6,0.012345959152037697,0.03562670728138909,0.0431192657882875,0.04245201005164368,0.018943225243431706,0.04300745612118144,0.024674376760053587,0.054295343626539413,0.03493838121878406,0.049004950034882234,0.05027603287246009,0.07047809565943094,-0.00396628473504693,-0.00686056641562192,0.016344866657379612,0.010360530857767522,0.013798387391570965,0.009301772398591342,0.017008669679942887,0.010581752673492175,0.013159444183827121,0.007415572977709996,0.010537965717394989,-0.0018862953117219396,0.0029997700782819735,0.013000261823286107,-0.013000672011828652,0.024491412072583874,0.028682932087198063,0.010125620880456989,0.02610862056349334,-0.0001652326777335665
Mike Hoffman,82,36,34,70,-24,30,253,6,17,18,0,0,42,26,1166.0,1127.0,50.9,2.0,882.0,845.0,51.1,1.7,7.6,89.2,96.8,58.8,41.2,48,98,-5.1,440,57.3,0.0131669065578635,0.03432329116133827,0.016480982583545193,0.025014479444968825,-0.02789145501957745,0.004093003062655952,0.027467171300110577,0.031843254319091706,0.06182317321027743,0.033645749427947194,-0.004628347792984891,-0.005018848551101065,-0.004696780085753566,-0.004461878663676303,0.012216166728721117,0.011770381665864412,0.0036779025050889843,0.005377795512577024,0.012560423008708044,0.011791510721039624,0.003760010153764814,0.004273874014653672,-0.0010048019426460368,-0.0036159255360214424,-0.002963963523190085,0.009672971569983684,-0.00967342450378281,0.01659367305209556,0.03452668174494125,-0.010389844040265606,0.026194635122416904,0.0032740071528484906
Sidney Crosby,79,35,65,100,18,36,220,3,12,17,0,2,85,43,1500.0,1287.0,53.8,6.6,1132.0,964.0,54.0,6.3,11.4,90.4,101.9,57.4,42.6,54,67,16.1,348,63.2,0.012345959152037697,0.03433186023982031,0.043986346558508596,0.04245201005164368,0.022627367508121537,0.0077719810643857475,0.02275645092103565,0.01180964002322059,0.04329052619874358,0.032576517128451464,-0.004804107835756469,0.03263432896142251,0.00489504262432115,0.0007825741158504083,0.021549937622235605,0.01665157269718849,0.01054881883718905,0.01627631640470052,0.021901839897415443,0.016622553950222486,0.010145651540085353,0.014225630005919431,0.013153013229358346,-0.0012639806943053487,0.004869397517759532,0.008382720761647287,-0.008383224464817691,0.021187957737357807,0.01999485201546108,0.03310593545060674,0.01815038869088205,0.009080784747909512
Aleksander Barkov,82,35,61,96,-3,8,206,5,13,18,0,1,28,61,1298.0,1318.0,49.6,0.2,1002.0,1023.0,49.5,-0.6,11.5,88.6,100.1,45.0,55.0,100,69,0.1,318,65.1,0.0131669065578635,0.033075816572509804,0.03903565676502819,0.038780966627652805,-0.0030459590150228627,-0.00835400011797635,0.01957220606699129,0.025021362886851493,0.045730015809867616,0.033645749427947194,-0.004628347792984891,0.013210770772939579,-0.007761391736616947,0.006276578434657534,0.0155933742960132,0.016870066328753795,0.0007708407408466443,0.0013461688553870845,0.016659685439040298,0.018108118956716424,0.0004416879397494807,-0.0004417790418465346,0.0130317161485719,-0.004815019554946064,0.001989409174694042,-0.006068251899055226,0.00606748017336337,0.0496926740499216,0.0202480652138441,-1.815295542983401e-05,0.014646691914312782,0.010511552805390744
Jonathan Toews,82,35,46,81,2,40,235,5,9,14,1,0,42,44,1372.0,1310.0,51.2,2.5,1001.0,1020.0,49.5,1.6,10.5,89.8,100.3,57.1,42.9,72,52,-6.5,354,66.4,0.0131669065578635,0.033075816572509804,0.026505282219759858,0.03083876248379666,0.002869635271775848,0.009750731781125179,0.024443567593809574,0.025021362886851493,0.029636858409457793,0.024601525040434783,0.013059990076726929,-0.005018848551101065,-0.004696780085753566,0.001060756415466813,0.017486657326161788,0.016656466971145863,0.004348762912221843,0.006497691806240896,0.01662552491878753,0.018001659267351085,0.0004416879397494807,0.0040688456208927935,0.009432608945695507,-0.0024168315170968483,0.002289613580626418,0.007733835345536866,-0.007734327550801039,0.031870135051092194,0.011877841730097491,-0.01318222240925985,0.018054281713425473,0.011717810414147798
Tomas Hertl,77,35,39,74,5,18,176,5,11,4,1,1,53,64,1194.0,1006.0,54.3,-0.6,880.0,743.0,54.2,0.0,12.3,86.5,98.8,50.7,49.3,57,44,8.9,309,57.0,0.011763122032750114,0.035223596869426034,0.02199918800114338,0.028894244741555383,0.006835809496053455,-0.0028713539579166745,0.015476559190027904,0.02664612671067302,0.040130413545355084,0.0021202474529299744,0.0139080413804105,0.01406861303092267,-0.002437498914068945,0.007664356420652039,0.013772319681835891,0.009094216796462906,0.012013518750382134,-0.00047460451411635176,0.013303277420683188,0.008702522924346534,0.01085089966701819,0.0008395855623238495,0.0169441838531375,-0.00959703359658361,4.0553298220230306e-05,0.00046171089822877646,-0.00046239251074735587,0.023771849308324444,0.008454426865101701,0.018672507159396133,0.014690560338855038,0.0031901620910911696
Kyle Connor,82,34,32,66,-7,18,227,5,11,8,1,0,9,21,1209.0,1260.0,49.0,0.3,923.0,974.0,48.7,0.1,10.6,89.7,100.3,60.7,39.3,56,33,-3.6,355,63.9,0.0131669065578635,0.03182834198368135,0.014810265977509417,0.022896558339940518,-0.007778434444461832,-0.002696271399507121,0.02309974372434246,0.025021362886851493,0.0376834371096627,0.011035188459166168,0.013059990076726929,-0.005018848551101065,-0.011920507548502967,-0.00599594396343828,0.013316317678672326,0.015321470986096286,-0.0005708800734190571,0.001570148114119859,0.013961004339071565,0.016369277363749216,-0.0012174731672581784,0.0009934197144796152,0.009792519665983143,-0.002616680520250938,0.002289613580626418,0.011840241467894846,-0.011840650510056566,0.021685827051761104,0.0025228860717924585,-0.007398010073486057,0.01814893698562305,0.00939808424346117
Sean Monahan,78,34,48,82,7,12,211,5,12,11,0,0,36,24,1295.0,1107.0,53.9,0.1,957.0,857.0,52.8,-0.8,11.4,88.9,100.3,58.1,41.9,78,58,6.9,358,58.9,0.012058276727773954,0.033460564649511165,0.029620921842503103,0.03297687059390264,0.009235754151321973,-0.006403262919336795,0.021458870138506093,0.026304509701561823,0.04384553294488132,0.018732118634405628,-0.004865698961855911,-0.005276225399875479,-0.006318399698415638,-0.005335787080174996,0.016312343659527294,0.011812608055016098,0.01091914793931068,0.0011797377810981208,0.01589797290087933,0.01284388022098821,0.0076593545577538415,-0.0008955197180538453,0.013321641604093711,-0.0044316506247393155,0.002407029661684183,0.009329606467364093,-0.009330099628402493,0.037519468527807576,0.015592655600120083,0.014239434242379547,0.01937817986899607,0.005002664307323207
Matthew Tkachuk,80,34,43,77,14,62,207,2,11,13,0,0,104,13,1272.0,960.0,57.0,4.6,935.0,740.0,55.8,3.9,10.2,89.9,100.2,55.7,44.3,42,56,12.8,344,60.2,0.012626449515694846,0.03262405053327338,0.024599187493473847,0.029438862413237562,0.017493738099095074,0.022752678335801416,0.020233688651941546,0.004669580804884111,0.03862552303740427,0.0228989806671456,-0.004744056487809513,-0.0051443197648785915,0.009096948298700305,-0.008661709654133879,0.015301370913501908,0.007494282452693796,0.017751699053043343,0.011481287645619885,0.01473020384665741,0.008267057133084066,0.013845271198870707,0.009004111144327824,0.0085616987044534,-0.0022724070767912987,0.0021929991621017467,0.006290322122068706,-0.006290859782201155,0.013093921491155062,0.014193488731194697,0.025945525662386275,0.01753542221623597,0.0061140117486161
Gabriel Landeskog,73,34,41,75,17,51,243,9,10,17,0,0,120,64,1298.0,1174.0,52.5,3.8,959.0,872.0,52.4,3.0,10.4,91.1,101.5,62.9,37.1,46,47,11.7,363,66.9,0.01050163895264822,0.03575238414605302,0.025081318325794164,0.03107224969524445,0.02315816831285072,0.017943659403536837,0.028966658903954636,0.05875797460954266,0.03781002899019096,0.035254039084214595,-0.005198966014037822,-0.005637610701236813,0.013903476106141975,0.008084321156030234,0.017515845099631264,0.014631134070253468,0.008150378403699494,0.010569487916724534,0.017063619336849887,0.014321522327080406,0.007252110275581995,0.007794766259598599,0.010191250061417056,0.0002035459309634174,0.004595190155206759,0.016118854436057595,-0.016119256820465732,0.017209479907927292,0.010576889398404345,0.025968946627240523,0.02123707796414656,0.013683615933690135
Viktor Arvidsson,58,34,14,48,12,26,195,7,3,1,2,1,18,23,1037.0,869.0,54.4,4.7,784.0,703.0,52.7,1.9,10.2,90.6,100.9,65.5,34.5,41,37,3.0,337,58.2,0.004221410687485778,0.04499869039072191,-0.0003197766396315778,0.018896636139994455,0.020783923367596692,0.0025871163650344376,0.02505870269329084,0.05466451640705548,0.007771793609053981,-0.006775185275110436,0.043471773993240995,0.01867729661001803,-0.014067806979487967,-0.007609483847754243,0.012604974794260938,0.006901858541494911,0.01626513439496073,0.016152919152856524,0.013024840447634647,0.009546523071297334,0.010007297485482276,0.006622109065144571,0.011809239592349518,-0.001156538591945722,0.004510320646047081,0.024480463271468668,-0.024480884805228316,0.01716067484130747,0.0063512540433545385,0.00815201498600353,0.023250028466508095,0.005809429363659408
Brendan Gallagher,82,33,19,52,10,49,302,4,4,3,0,0,126,31,1468.0,1015.0,59.1,7.2,1044.0,761.0,57.8,6.4,8.6,89.8,98.4,50.0,50.0,57,30,14.7,531,56.9,0.0131669065578635,0.030580867394852888,0.003950608038276864,0.015483834472341454,0.012334586130653788,0.014842687627747484,0.03569809250059664,0.018199471454611274,0.009520411658945516,-0.00027009202522434625,-0.004628347792984891,-0.005018848551101065,0.013690889819426727,-0.0029278133639143262,0.019942808284192395,0.00877999065935336,0.02201475363338687,0.017024716966681293,0.01809442728965659,0.008810639418810122,0.017655484424954,0.013910208521414965,0.0025943052602303567,-0.0024168315170968483,-0.0005623282757310994,-0.00036491006244692423,0.0003642538410640282,0.022322346301719295,0.001045787809954822,0.02910236432122444,0.03480826489239621,0.0029028509655386323
Mark Stone,77,33,40,73,17,27,199,4,6,14,1,0,72,71,1391.0,1212.0,53.4,8.6,1052.0,897.0,54.0,8.7,10.9,90.4,101.4,50.7,49.3,122,62,15.7,345,57.7,0.011763122032750114,0.03256663800490827,0.022888790349811783,0.028330382629177718,0.02195514658231302,0.002551248372252533,0.01959092902414312,0.019381255315300317,0.01870770401883552,0.02619902666643704,0.0139080413804105,-0.005344747807666069,0.0019916893531343473,0.00995150832211535,0.019139833558462837,0.014951555024893414,0.009870250436684984,0.02146954519861157,0.019560419987502034,0.014522319276318417,0.010409174956710947,0.01983533310894862,0.011578242205212693,-0.0012968113616899032,0.004196629879050219,0.00046171089822877646,-0.00046239251074735587,0.06783220777945652,0.017892509265414913,0.03311620083797861,0.018319422202845177,0.003881862258350456
Tyler Seguin,82,33,47,80,17,18,334,8,9,18,0,0,74,47,1452.0,1399.0,50.9,3.6,1074.0,1045.0,50.7,3.0,9.3,92.6,101.9,56.2,43.8,47,55,11.2,558,59.7,0.0131669065578635,0.030580867394852888,0.027340640522777748,0.030309282207539583,0.020616418132171983,-0.002696271399507121,0.04107338797846509,0.045487037183572145,0.029636858409457793,0.033645749427947194,-0.004628347792984891,-0.005018848551101065,0.0023080465447913073,0.001981195595323999,0.019533449791187294,0.019032759824534107,0.0036779025050889843,0.008961463652301414,0.019119242897239656,0.018888823345395583,0.002930429600260984,0.006939243133545095,0.0051136803022438365,0.0031789405712179695,0.004691248828085403,0.006707233814947373,-0.00670774681098716,0.01595715380213737,0.013354939991935126,0.02212141839873883,0.03736395724173073,0.005500944276707651
