player_name,games_played,goals,assists,pts,plus_minus,penalty_mins,shots_on_goal,game_winning_goals,power_play_goals,power_play_assists,short_handed_goals,short_handed_assists,hits,blocked_shots,cf,ca,c_pct,c_pct_rel,ff,fa,f_pct,f_pct_rel,sh_pct,sv_pct,pdo,off_zone_starts,def_zone_starts,takeaways,giveaways,ev_plus_minus,shot_attempts,shot_through_pct,games_played_z,goals_z,assists_z,pts_z,plus_minus_z,penalty_mins_z,shots_on_goal_z,game_winning_goals_z,power_play_goals_z,power_play_assists_z,short_handed_goals_z,short_handed_assists_z,hits_z,blocked_shots_z,cf_z,ca_z,c_pct_z,c_pct_rel_z,ff_z,fa_z,f_pct_z,f_pct_rel_z,sh_pct_z,sv_pct_z,pdo_z,off_zone_starts_z,def_zone_starts_z,takeaways_z,giveaways_z,ev_plus_minus_z,shot_attempts_z,shot_through_pct_z
Alex Ovechkin,68,48,19,67,-12,30,311,3,13,5,0,0,184,30,1159.0,1023.0,53.1,1.5,844.0,780.0,52.0,-0.1,11.2,87.9,99.1,53.6,46.4,28,48,2.1,561,55.4,0.014193053856572536,0.07228644010794642,0.00789122702585068,0.0359435430363057,-0.018173016070065218,0.008008554785747437,0.05489330824050428,0.016572646787796012,0.0631960924899866,0.006688024225898639,-0.005496586609889335,-0.006048663495678216,0.040479430359135184,-0.0018691737515935394,0.021389640933987597,0.017272971639678135,0.009775317190556666,0.0060481741370190965,0.01990282428354587,0.017609371029596366,0.00685720220259482,0.0020244921091427436,0.008560132754685135,-0.00866677242011087,0.0003449913024978013,0.006381938026632673,-0.006195964122579952,0.009308876008082216,0.017916223819249354,0.005703279819238024,0.05602304387643373,0.0003685957935190841
David Pastrnak,70,48,47,95,21,40,279,10,20,18,0,0,47,22,1102.0,916.0,54.6,5.8,816.0,697.0,53.9,4.7,11.9,91.2,103.1,62.5,37.5,49,88,8.5,506,55.1,0.014968578015635189,0.07022111324771937,0.040311999552952636,0.05564582030296875,0.03275908965799775,0.015584094411258981,0.04599714434590311,0.07688431110198944,0.09871690437463158,0.04574662514559922,-0.00533954127817821,-0.005875844538658838,-0.002050091312855303,-0.005343253795821785,0.018713161671100327,0.012691825258748641,0.012879459652957077,0.01568711037591093,0.01798988467378897,0.012928644515221455,0.010800785911614017,0.012151385263889408,0.010377925941172013,0.0004927944558272988,0.0063746092158978845,0.019812800378374927,-0.019625258766149133,0.028394731503510212,0.04600778365189529,0.023391377731734334,0.04729829980763269,3.4179455960194933e-05
Auston Matthews,70,47,33,80,19,8,290,5,12,13,0,0,40,60,1351.0,1154.0,53.9,3.2,1018.0,879.0,53.7,3.8,10.5,90.9,101.5,59.6,40.4,78,48,15.5,504,57.5,0.014968578015635189,0.06849105128191095,0.02398888147474665,0.04454087263914969,0.029703763797543834,-0.009389843113646303,0.04851606997873874,0.033466333596181966,0.05605814491495612,0.030650591558616592,-0.00533954127817821,-0.005875844538658838,-0.004164038507250239,0.011412299994835793,0.027735465522478596,0.021783943310257122,0.011300522274629455,0.009754429641722184,0.027687958689814482,0.02208916856657486,0.010365048672461344,0.01024174730393257,0.006253189125073399,-0.0003173823447901618,0.0039588192927950275,0.015377037460304069,-0.015191738052576892,0.055118678077787496,0.017404331710127948,0.042915962317878364,0.047039242146820634,0.002625259689341255
Leon Draisaitl,71,43,67,110,-7,18,218,10,16,28,0,0,27,19,1169.0,1271.0,47.9,0.6,896.0,976.0,47.9,-0.3,11.9,89.7,101.5,52.5,47.5,60,91,-1.4,402,54.2,0.015339955781946881,0.0607036090043297,0.06273453206376454,0.06581061630528377,-0.009874409396971814,-0.0015631568253230714,0.03157745031259573,0.07580143348083465,0.0762975595089517,0.07486913327281004,-0.005264336471443306,-0.005793086164874911,-0.007975997616603642,-0.006572172495524107,0.02084309140733315,0.025883828996966396,-0.0022017727855282573,0.003767921458131554,0.021523231332946514,0.02659154665275138,-0.0022393406817979053,0.0015205631555577496,0.01023175797016959,-0.00350797560997469,0.0039030612745866475,0.004453445527734367,-0.004276168188575539,0.037988705106517355,0.04747483068066125,-0.004162499053617681,0.0333508605799776,-0.000924271749423086
Mika Zibanejad,57,41,34,75,9,14,208,6,15,12,3,2,51,49,853.0,843.0,50.3,4.5,653.0,635.0,50.7,3.9,11.7,89.8,101.5,49.8,50.2,42,43,-0.1,350,59.4,0.008954864361149364,0.07136399235253035,0.030891882344268335,0.050153432267567834,0.017717533590687656,-0.005780808560365953,0.0365211176254423,0.05176307082129899,0.08848881719058614,0.033933279629568505,0.0806925495406897,0.05613638610527953,-0.0010341842828784863,0.008058606448502712,0.011901053462816563,0.012161660442838272,0.0039055982987038734,0.015621998256441387,0.012482364492315873,0.012044944740798879,0.004702268525648734,0.01283815878883918,0.012021183293351835,-0.004037932332639703,0.00486170790343249,0.00047553080850037515,-0.0002572753488357434,0.026948923854041056,0.016982859916113893,-0.0007318918102979467,0.033270634359657374,0.005743108909714998
Sebastian Aho,68,38,28,66,10,26,206,5,8,9,4,1,55,20,1093.0,830.0,56.8,3.8,827.0,664.0,55.5,2.8,10.3,88.1,98.4,58.5,41.5,71,58,10.0,333,61.9,0.014193053856572536,0.05447697869521267,0.018693290459957584,0.03518143878486714,0.016424056173310053,0.004794996648351535,0.030141833105020492,0.034450637525481435,0.03575019945526893,0.019120051885766685,0.09201798619975357,0.020503418310991284,0.00037660858311358466,-0.006408216961137001,0.018927850017771697,0.009683098006714736,0.018366594102045143,0.011450671864419485,0.0190626446039397,0.011599072443866756,0.014706880407918873,0.00835874874102571,0.005830527508737528,-0.008110768733412639,-0.0007430023209584347,0.014097286307050046,-0.013907412422556015,0.050099484115878674,0.025277406304263013,0.028386253088434763,0.025621865445842613,0.007592502081438098
Kyle Connor,71,38,35,73,4,34,239,7,9,8,1,1,18,17,1167.0,1182.0,49.7,1.0,878.0,947.0,48.1,0.2,10.9,90.2,101.1,59.3,40.7,43,39,-8.5,369,64.8,0.015339955781946881,0.052175134524992416,0.025950040619920074,0.038804217761348195,0.006693202663236063,0.010747939137658407,0.03631857794418135,0.05011755946331474,0.03949686913000631,0.015335479690343348,0.0180842232153726,0.019637076692217006,-0.010655648989780322,-0.007441623025802855,0.020771643783644426,0.022531722507387872,0.0018011670468516179,0.004667786358225189,0.020671218136726174,0.02515246107588654,-0.0018097405868586353,0.002566530739258677,0.007327013733480427,-0.002176699177035188,0.0033076200963570593,0.014708050428179874,-0.014525589556523024,0.02254358785377818,0.01081406833276226,-0.023687083639761707,0.029136612717471644,0.010358483726919322
Jack Eichel,68,36,42,78,5,34,227,9,11,16,1,0,40,42,1172.0,1081.0,52.0,4.0,912.0,869.0,51.2,3.6,11.9,90.1,102.0,59.0,41.0,44,67,-3.1,396,57.3,0.014193053856572536,0.050915086412665914,0.0354965002463461,0.04432668980212991,0.008561085208906583,0.011222112923143335,0.035092128132117255,0.07020661900085229,0.05221773527609953,0.04087610029053576,0.01888205659252139,-0.006048663495678216,-0.004286510228051717,0.003577678099858615,0.021874539144757395,0.01955386630657905,0.007221153784438463,0.01192045427549778,0.02326354300197055,0.022220720806578564,0.0050629900413779,0.010106129880855495,0.010683159057088838,-0.002550731866430013,0.004852393456816576,0.014884566743827328,-0.014694294902145409,0.024486776699355315,0.0319024705407753,-0.00922728486428388,0.03402219106482174,0.0024801991699877173
Nathan MacKinnon,69,35,58,93,13,12,318,4,12,19,0,0,51,31,1266.0,1106.0,53.4,3.2,961.0,833.0,53.6,3.9,11.5,89.8,101.3,57.6,42.4,38,53,11.0,534,59.6,0.014586435676386926,0.04842205128195207,0.053907412507362515,0.05495016294220534,0.020835435291778916,-0.0063589429653959405,0.05572393692224856,0.025141908212339612,0.05687058179778157,0.04947258304941597,-0.005416925934383692,-0.005961001705885777,-0.000854326146725706,-0.001394758279470509,0.025012889595547476,0.02023937272535715,0.010320140439241758,0.00989579818725439,0.025312987555605897,0.020060449123491458,0.010294240633361594,0.010605435521214974,0.009332754776232877,-0.00333568323131106,0.0037098433140362553,0.012496410774171938,-0.012309994626551699,0.01852267170911156,0.021283817742020587,0.030804508056159478,0.051663152088842056,0.004963360036934463
Connor McDavid,64,34,63,97,-6,28,212,6,11,32,0,0,37,18,1049.0,1118.0,48.4,1.0,819.0,872.0,48.4,-0.1,11.4,89.3,100.7,57.5,42.5,53,75,2.6,339,62.5,0.012496594758622985,0.050312768763251615,0.06449514710879943,0.062482087490679024,-0.009283541594829869,0.006801886699365078,0.03352846580731008,0.04610148495021941,0.05548134373085576,0.09626697411313344,-0.005840123273007418,-0.006426704964158104,-0.005545329864677576,-0.00777327720323605,0.0183670720782295,0.022321977288542693,-0.0012090468571269621,0.00517832549115607,0.019833970051882845,0.023774669535800184,-0.0012927995555614363,0.0021510228659641652,0.009739631179368368,-0.005073168276549496,0.003008823487297687,0.013305395773088945,-0.013104500429838302,0.03508836745308371,0.040153380061835366,0.007585092978732904,0.02807326498574733,0.008775531962843114
